id,document,label
16191115,와.. 볼수록 명작.. 스토리며 연출이 볼수록 생각하게 만듦 ,1
16191114,램버트 발암 캐릭터. 79년도 민폐덩어리 ,1
16191113,알레한드로 포스 쩜... ,1
16191112,영화는 잘 만들었는데 기분은 더럽다. ,1
16191111,기대하고 갔는데 별로. 스토리가 별로임. 연출도 그닥.. ,0
16191110,딱 7.5점영화 억지스럽고 뚝뚝끊기는 느낌 연결이 자연스럽지 못하다 ,0
16191109,"내 마음속 그 자체가 우주이며,우주는 나 그 자체이다 ",1
16191107,고지전이 명작이었따...왜 싸운지 ...설명의 흐름이...역사적 사실을 바탕으로 할때는 그 분들을 이용하지 말자...상업용인지...아닌지...우린 역사를 배운 입장이라면...보다 나은 영상을 찍읍시다.그래서 저는 6점을 줍니다 ,1
16191106,제 인생영화에요... 하 여운이 끝까지 남습니다 원더2는 안나옵니까...? ,1
16191105,별로에여 그렇게 재미잇지는않네요 ,0
16191104,"영화보다가 존나 재미없어서 초반에 나올려다가 나쁜녀석들1시즌 재밌게 봐서 팬심으로 참다가 ㅈ같은 cg에 무슨 개그영화도 아니고 참다가 참다가 중간에 쌍욕하면서 나왔습니다. 그냥 한국영화는 아저씨, 범죄와의전쟁, 신세계같은 느와르만 잘 만드는것 같네요ㅎ ",0
16191103,정말 놀랍습니다 몇 년만에 영화 보고 이리 감동해 보는지. 브래드 피트의 연기도. 스토리도. 연출도 모두 훌륭하네요. 주제가 본질적인 부분을 다루기에 방대하지만 누구든 감동받지 않을까 싶습니다. 좋은 영화 감사합니다 ,1
16191102,드라마를 보진 않았지만 너무 재밌었다 ㅎㅎ ,1
16191101,생각없이 봐라 볼만하다 ,1
16191100,보헤미안랩소디만큼의 감동은 아니지만정말 푹 빠져서봤습니다. 왜 예매율이 낮은지 이해가안가네요ㅠㅠ따뜻하고 몰입되는 영화였습니다. 추천합니다 ,1
16191099,이거 다시봤는데 총으로 자살하자마자 군인 나타나는건 개오바아니냐 ,1
16191098,범퍼카 대화씬 너무 좋다.. 아트하우스 고맙다 ,1
16191097,애드 아스트라 보고 왔습니다영화에서 배경 음악이 얼마나 중요한지 보고 다시 깨달았습니다 놀란+한스짐머는 최고입니다 ,1
16191096,좋아요 심오한 영화 좋아하시는 분들 추천 ,1
16191095,"인간의 내면을 이렇게 보여주기가 쉽지 않았을텐데, 참 대단했다 ",1
16191093,최고의영화말이 필요없다. ,1
16191091,웰메이드 SF.  헐리우드식 기생충이 아닐런지.무엇을 위한 추구인지 우리는 가끔 잊는다. ,1
16191089,몰입감이 아주좋아요...이정도면...8~9점은 받을만합니다..불륜으로...엉뚱한사람만 죽어나가네요..결말이 왕짜증... ,1
16191090,믿고보는 마동석최고에요 ,1
16191088,진하고 캡틴마블하고 맞짱뜨는거 보구싶다. ,1
16191087,너무 반전을 만드려고 애쓴 느낌그래도 충분히 재밌네요 ,1
16191085,재미  있게 봤어요여운이 있는 영화이네요 ,1
16191086,할머니가 너무 무서워서 계속 생각난다.귀신형태도 아니고 사람으로 나왔을때의 할머니가 이영화 통틀어서 젤 무섭고 기억에 남음.결말 때메 2점뺌 ,1
16191084,진짜 재미없음 내용도 허술하고 비틀즈를 왜 이런식으로 밖에 표현하지 못하는지.. ,0
16191083,재미로 보고자 하시는분은 비추드립니다굉장히 깊은 영화입니다 ,1
16191082,여운이 오래가는 영화 내 인생 영화 ,1
16191081,보고왔는데볼만했음 시간빨리감아버지 나쁨 ㅠㅜ ,1
16191080,이영화를 누가 감히평론하려하는지...영화다.. 평가하지말고 봅시다. 평가할수없는 영화입니다. ,1
16191079,인간이기 때문에 딜레마에 빠진다. ,1
16191078,근 미래의 실사적인 우주에서 격는 부자간의 고뇌에서 마약 같은 꿈과 같은 이상주의와 현실의 중간에 대한 성찰을 느낄 수 있는 영화입니다. ,1
16191076,장기용 김아중 땜에 봤는데 내용도 그냥 가볍게 괜찮았음 ,1
16191075,예술분야에 있어  많은 영감을 주는 영화 ,1
16191074,내 인생에서 희망을 꼽으라면 이 영화를 고르겠다 ,1
16191073,아 개재밋는뎈ㅋㅋㅋㅋ 코믹도잇고 답답하지도않고☆ ,1
16191072,추억의대작 평점 속지마시길 9점 입니다 ,1
16191071,대한민국 최초의 블록버스터. 99년은 정말 쉬리 열풍이었다 엄청난 흥행스코어를 기록했고 방송이며 뉴스며 쉬리로 도배됐던 기억이.. 정말 드라마틱한 스토리..사랑했던 연인을 죽여야만하는 가슴아픈 분단의 현실. 긴장감 넘치면서도 슬펐음. ,1
16191069,진짜 니네 영화 이렇게 만들래? 응?? 쓰레기 영화 ,0
16191070,"우주여행을 다녀온 느낌..잔잔하지만 깊은 울림,고요함속에서 파도치는 알고있지만 잘 실천하지 못하는 인간이 가지는 착오에 관한 브래드피트가 전하는 메세지가 대사 한마디 한마디에 뚝뚝 묻어나는 웰메이드영화♡힐링된다.. ",1
16191068,힘내세요!!소방관님 ,1
16191067,지루하지 않았어요!! 초딩 아들도 잘봤어요!! ,1
16191066,"""혼자가 편하다 생각했지만 막상 혼자가 돼보니 너무 외롭다"" ",1
16191065,이게 뭐가 지루하냐?? ,1
16191064,더이상말은 삼가한다..최고의영화! ,1
16191063,잔잔한 드라마 한편 잘보았습니다. ,1
16191062,주연 매력있고 뻔한 스토리를 일수 있는 영화를 마지막 깔끔하게 마무리한게 맘에 들었음. 실제 모델을 캐스팅해서 영화화한것도 신의 한수 인듯. 묻히기엔 아까운 수작 ,1
16191061,시그널이 생각남스토리만 좀 탄탄했어도... ,1
16191060,"영화 중반부까지 전개는 괜찮은 것 같으나, 후반부는 너무 허술함. ",1
16191059,지루한 것 알고 갔기에 실망하지 않음. 액션 기대하면 100% 실망함. 연기는 훌륭함. ,1
16191058,진짜 40분 보고 나왔어요 무슨 전개가 개똥이네요 ,0
16191057,영화 이딴식으로 만들지마라.그리고 저질안목을 갖고있는 관람객들도 문제이게 재밌냐? ,0
16191056,나름 신선하고 영국식 액센트 정말 좋아요 ,1
16191055,꼭 보세요 지금 자한당 황교안이 뭘하고 살았는지 알수있는영화죠 ,1
16191053,cg는 좋음 그러나 개연성이 너무 떨어져서 중반부터는 언제 끝나나하고 봤음 ,1
16191054,asdf sfdg jtyedfs wfjdgdjgjdfd ,1
16191052,재미있네요 평점이 왜이리 낮죠? 다음 편이 기대됩니다 ,1
16191051,"배우들의 연기와 연출, 사운드 모두 좋습니다. 티모시가 겪는 변화와 함께 집이라는 공간의 모습이 함께 변하며 집이 갖고있는 의미에 대해서도 생각할 수 있었습니다. 마약이라는 소재를 사용했을 뿐 주변에 항상 존재했던 문제들이라 감명깊게 잘 봤습니다. ",1
16191050,빨리볼걸 ㆍ재미 쏠쏠하네요 ,1
16191048,afsdf asdfad arghhsfg jngnghketsxdfg ,1
16191047,우주 sf 영화이기도 하지만 사람의 내면을 다룬 휴먼 영화네요 ,1
16191046,그나저나 타파가 이영화를 생각해주네 태풍 무섭.. ,1
16191045,역시 기대 했던만큼 좋았어요 ,1
16191043, 블랙호크다운이나 라이언일병구하기 생각하고 갔다가 씬레드라인 보고 나왔을때 기분 ,1
16191042,우리가족 모두 재밌게 봤어요 ,1
16191041,제발 2 나오기를... ,1
16191040,매력적인 배우들이 동심을 자극한다. 영화 중간중간 나오는 노래들도 영화를 돋보이게 만든다 ,1
16191039,난  잼나게봄  굿 굿 대박연기 ,1
16191038,브래드피트 멋짐으로는 표현이 부족한 완벽함 ,1
16191037,우주에서 펼쳐지는 <블레이드러너2049>의 물음들. ,1
16191036,정신병와서 자기 부하 킬한.아빠 만나기.위해무단침입해 세명킬하고 부자상봉햇더만결국 누가.덜 미쳣나.하는영화최악이다 ㄴㅂ ,0
16191035,개노잼인데.. 평점이 후하네 ,0
16191033,재밌네요 세상 어딘가에는 진짜로 존재하는 사람이라고 생각하니 좀 무섭네요 ,1
16191034,큰기대 안했는데 재밌어요 ,1
16191032,철학적? 애초에 우주까지 갔어야하나 싶을정도로 영화가 주는 메세지가 그리 깊이있다 느껴지지도않고 제대로 회수하는 떡밥도없으며 SF적인 고증과 개연성역시 개나줬습니다. 연출마저 지루하구요. 재미없다느끼면 수준낮은거라고요? 너네들이 평점알바에 속은거에요. ,0
16191031,마동석 원맨쇼 ㅎ 그치만 재미있다 ,1
16191030,"재밌다, 스토리가 어디로 튈지 모르니 긴장감도 생긴다 ",1
16191029,원작 드라마를 안봐서 그런지 모르겠지만 저는 나름 재밌게봤어요 cg같은게 티가 나는건 좀....심ㅎ ,1
16191028,보는 내내 가슴이 답답해서 죽을 것 같았다. 특히 여주인공이 너무 말라서 그런지도 모르겠다. 원작을 볼 때는 이렇게까지 가슴이 아프진 않았는데. 나도 비슷한 경험이 있어서 그런지도 모르겠다. ,1
16191027,볼만했어요..ㅎㅎㅎ ,1
16191026,마션.인터스텔라 등등 우주영화 좋아하는 편인데 너무 지루... 잠안올때 asmr용으로 딱.. ,0
16191025,OCN에서 봤음 더 꿀잼이었겠다. 그래도 재밌었다. ,1
16191024,이런 철학적인 공포영화가 있나! ,1
16191023,옛날 영환데도 불구하고 완성도가 엄청나다 ,1
16191022,기괴하다 이젠 아름다운 영화 봐야지 ,1
16191021,타짜 기대하고 있어는데 결국 망작이구나 ,0
16191020,나쁜 놈들 잡아 치울 때 느껴지는 카타르시스는 있다만.. 뻔하디 뻔한 내용 전개... 그냥 킬링 타임용! 웃으라고 넣은 대사들이 웃기긴 함 ,1
16191019,구려구려구려구려구려 ,0
16191016,배우들의 연기가 뛰어나며 흡인력있는 스토리가 좋아요. 열심히 일하며 사회에서 제몫을 하는 장애인에게 빌붙어 사는 주인공의 연기가 너무 사실적이네요 ,1
16191015,배우들 연기력이 아까움ㅋㅋ 개연성도 없고 뭘 전하려는건지도 모르겠고... ,0
16191014,"거지나라를 세계경제 11위까지 끌어올린 박정희, 전두환 각하가 어떻게 독재자란 말인가? 경제 안보 한일동맹 북핵협상 죄다 나가리에 온국민이 반대하는 인물을 법무부 장관자리에 임명하는 그분이 독재자가 아니던가? 국민들은 정신 차려야 한다! ",0
16191013,극적이지도 드라마틱하지 않지만 숨죽이며 눈을땔수없는 묵직한 스토리. 정작 눈앞에 있는 행복을 보지 못하고 먼곳에서만 찾으려는 인간의 욕망은 오늘을 놓치고사는 우리를 돌아보게 만드는 영화. 우주는 거들뿐 ,1
16191011,두고두고 봐야하고 기억해야하는 영화입니다 ,1
16191010,정말 그분들이있기에 오늘이 있습니다감사하고 존경합니다 ,1
16191009,우주여행사의 삶 간접 체험.. 우주가 현실 세계와 가까워질수록 인간은 어떻게 변해가는지를 보여줌. '우주'자체를 경이롭게 볼 수 있기보다는 '인간'의 삶에 더욱 집중할 수 있음... ,1
16191008,이런게 영화지....철학 인생 지구의미래....평론가평점이 괜히높은게아니네... ,1
16191007,장미빛의 우주영화가 아니다. 아무리 과학기술의 발전이  있어도 인간은 관계에서 삶의 의미를 찾는것이지... 다른것에 찾을 수록 피폐해져 간다. 언젠간  다가올  우주시대에.. 우리가 집중할건 우주가 아니라 인간이다. 내가 생각하는 이 영화의  메시지다 ,1
16191006,재미있을것 같아요 재발 ,1
16191005,결말이 좀 급조된면이 있지만 몰입도도 좋고 볼만합니다. 1초 엠마왓슨... ,1
16191004,재미있었어요 추리소설영화 ,1
16191002,"말이 안되는 장면들, 무개연성, 식상한 스토리와 전개, 지루한 티격태격, 어설픈 3D, 그리고 불꽃놀이 하는 것도 아니고 ㅋ... 유치하다. 시리즈를 한동안 안봤었는데 왜 이렇게 된거지? ",0
16191003,노무현이 얼마나 경제를 망쳤길래 이명박이 경제 살린다는 말에 당선됐을까 ㅋㅋ ,0
16191001,감동적이였어요 울다웃다햇네요~ ,1
16191000,봉준호 감독은 처음부터 봉준호였네요. ,1
16190999,"개인적인 상황이었겠지만 기분전환 하러 보러갔다 심난해서 중간에 나왔습니다공포영화, 현실적이면서 심각한영화 안좋아하시는 분께는 비추합니다. 영화자체는 괜찮은것같아요 ",1
16190997,잼있어요  생각보다 훨씬 ㅎㅎ ,1
16190996,나도 이영화를 왜 지금 안거지.... ,1
16190995,왜 밥이 레빗을 거둬 키웠는지 초중반부에 이해가 안되는 부분도 있었는데 반전보니 조금 이해가감 심리묘사를 잘 그림 이런 살인자영화는 별이유없이 죽이기도 하는데 범죄에 어느정도 이유가 주어져서 몰입감이 더 있었음  스릴러 영화를 좋아한다면 볼만한 영화 ,1
16190994,나만 당할순 없다 이건 꼭 봐야한다 이 평점을 전적으로 믿으세요 ,1
16190993,"섬세한 연출과 흡입력 있는 스토리, 손예진의 연기 ",1
16190991,둘째에 대한 것이 그렇게 받아들여진다는 게 공포였음.. ,0
16190990,억지감동 없는 한국영화는 오랜만이다. 참신한 재난영화에 배우들의 연기력이 돋보임 ,1
16190989,인터스텔라+그래비티 ,1
16190988,"지금봐도 긴장감 넘치는 스릴러. 배우들의 연기가 영화를 흥미롭게 끌어간다. 존 도가 원래 의도한 질투, 분노에 대한 처단 방식은 뭐였을까? ",1
16190986,브래드피트 연기가 넘 좋았어요 스토리도 의미있었고... 좋았어요 별점 10개 ㅜㅜ ,1
16190985,1부랑 2부도 그렇게 잘만들었으면 월희좀 살려봐라. ,1
16190983,달나라에는 토끼가 살지요 ,1
16190982,태양으로부터 멀어지며 지구로부터 멀어지며 찾지못했던것을 찾아가는휴머니즘 영화 ,1
16190981,음....영화를 보러 갔는데.... ,0
16190980,항상 이런 엑소시즘 영화에는 왜 보스인 악마는 헬난이도의 디아블로인데 맨날 사제는 초반 흰색 상점아이템 걸친 5랩짜리 팔라딘이냐 ㅡㅡ;; 애니 헬싱의 안데르센 신부의 반만이라도 되게좀 설정하자.. ,0
16190979,대단한 영화네요 꼭 봐야할... ,1
16190978,"역사에 대해서 더 자세히 알고싶고, 공부해나가고싶다는 마음이 더욱더 크게 들었다. 그저 너무나도 감사하고 또 감사할뿐이다. ",1
16190977,"소재는 참신한데...스토리 허접, 배우들 연기력 허접, 영화효과음악도 허접....허접의 모든걸 보여주는 허접영화.... ",0
16190976,장난감인 우디한테 감정이입 하는데 보니는 그냥 마냥 놀기좋은 유치원생일 뿐인데 우디 버리면 어떡해 ㅇㅈㄹ 하고 자빠졌네 난또 영화보기전에 보니가 우디 버리는줄 알았네; 유난 좀 떨지마라그저 사람들한테는 장난감이야 앤디가 잘 보관한거 뿐임 ㅉㅉ에효 ,1
16190975,신선하지 않았던게 신선했다 ,1
16190974,"주제는 참신했으나 비틀즈라는 소재의 낭비, 음악영화였기를 바랬지만 아쉬움만 남는 여운없는 영화 ",1
16190972,"1년을 기다린 영화지만, 지루하고 허무한 아빠 찾아 7억 4백 9십 8만 6천 2백 6십 리. ",1
16190971,고래는 짱이다. ,1
16190970,릴리 제임스 매력 외엔 평범하고 무난한 영화 ,1
16190968,재밌었음 살짝 유치하긴하지만 ㅋㅋ ,1
16190967,조보아 얀데레 연기 진짜로 공포 그자체....예전에 본 건데 이제 평쓰네.... ,1
16190966,살짝 웃긴데 다른 사람들 평처럼 정말 첨부터 끝까지 뛰기만함 ,1
16190965,존윅보다는 질주지!! ,1
16190963,진짜 재밌음 류준열 등장씬 멋있음 ,1
16190964,우주와 SF을 빌려 온 아버지와 아들의 인생 이야기. 이런 뒤통수가 있나! ,1
16190961,킬링타임용으로 좋아요 배우들 연기도 좋구요  근데 제목이  너무  안어울려요 영화랑  제목이 아쉬운 영화네요 제목만 바꿨어도 좀더 많은 사람들이 봤을 것 같아요 ,1
16190962,"인도에 팔아먹기 위해 인도계 남주와 감독이 소비된, 할리우드의 탈을 쓴 영화 ",0
16190960,"재미나게 잘봤습니다! 정말 우주를 다녀온것같은 기분이에요 :)긴장감도 있고 애잔함도 있고브레드피트 눈빛 연기, 눈떨림을 보며섬세한 연기에 감탄. 멋스럽게 나이먹은 그에 또 반했어요♡ ",1
16190959,"지금 혹평하는 그대들, 또한 '쫓기며 사는 것'은 아닌가 . ",1
16190958,브래드피트 ㅣ인 독무대였어요. Pitt를 좋아하는사람들은보셔도 될것같습니다. 과학을 모르는사람들은 지루할것같구요~ ,1
16190957,0점은 없나요????ㅠㅠㅠ ,0
16190956,근데 막바지의 이런 개싸움결말은 외국 스릴러의 불문율이냐??  중반까진 재밌게보다 이식수술 어쩌고 할때부터 뻔히 이후전개가 보이더라ㅉㅉ ,0
16190955,소극장용 인터스텔라. 하지만 초점을 개인의 트라우마 치유기에 초점을 둔 영화. 스케일의 영화라기보다는 탄탄한 스토리와 농익은 브래드표 연기력이 초고조에 달한 영화 ,1
16190954,새로운 우주영화 . 뭔가  될법한  미래 이야기여서 흥미로웠다. ,1
16190953,으아아어어엉ㅇ ㅠㅠㅠㅠ 띵작 ,1
16190952,여운이 많이 남는 영화 포레스트 의 삶 그 자체” ,1
16190951,나는 볼만했다배우 박정민 정말 연기 몰입력 좋은 듯 ,1
16190950,박보영의 매력에 빠지게 해주네~ ,1
16190948,왜 난 재밌었은데 평이 왜이러지 ... ,1
16190947,예전에 알던 스파이더맨 그 자체가 없어졌다 홀로그램처럼 아이언맨으로 범벅된 스토리가 난무한 스파이더맨이 아닌 스파이더맨만의 스토리가 보고 싶다 ,1
16190946,5년전에봐도 유치하겠다. 옛날스타일 그 자체...뻔한내용 뻔한액션 뻔한전개 뻔한마동석액션 뻔한여자액션 뻔한마무리...아..요즘 볼만한 영화가 이리도 없나..이게 1등이라니.. ,0
16190945,덴젤 형님의 수작 퍼레이드: 트레이닝데이->존Q->맨온파이어->이퀄라이저/ 정확히 40초 후에 전원 스위치를 켜! Nail Gun으로 러시안을 박살낼 때의 쾌감 / 무얼 원해? 평화? 그 평화 내가 사지. 얼마면되? (찌직직직) 으어어어어!!! ,1
16190943,정말 최고의 영화입니다. 춤과 음악 역사와 소수자 ,1
16190944,왜 최민식인지 보여주는 영화 게다가 반전을 충분히 예상하면서 봤는데 이건 생각도 못한 반전 ,1
16190942,페미들아 역겁게 행동하지마 영화 너무 잼나네요 ,1
16190941,최고의 판타지 영화!! ,1
16190939,우주의 묘사와 표현이 매우 사실적이며 주는 메세지를 찾기 쉽지는 않다. ,1
16190938,아름다운 도시와 유머러스한 수다에 명배우들의 명연까지 덤으로 ,1
16190937,델 토로 감독의 이야기속으로 ,1
16190936,관객을 미치게끔하는 영화 ,1
16190935,로이 맥브라이드가 기나긴 시간속에 후회만을 반복할 때 나는 생각했다.. 이미 이 남자는 공허한 우주 속에서 진정한 삶의 의미가 무엇인지 깨달았다고 ,1
16190934,그냥 마동석 힘 자랑 영화다 보다가잠옴. ,0
16190933,배우분들도 좋았고 내용도 재밌었음 김아중 배우님이 이그랬음 재밌으면 소문내라~ ,1
16190931,영화 본다고 집중해서 처음으로 팝콘 남김.내 인생 최고의 영화 ,1
16190930,호소다 마모루의 혼식작. ,1
16190928,가족들이랑 같이보면 재밌을 영화네요 최고! ,1
16190926,상영관좀 늘리자 이런류 감성영화 얼마만이냐 ,1
16190925, 엄마 아들이 많이 사랑해 ,1
16190924,마음이아파서 자는 아들 얼굴을 몇번들여다봤는지정말 이 작은아이 어디 때릴곳이있다고..못된것들~!! ,1
16190923,내 인생 최고의 영화.쓸데없이 끼어드는 캐릭터 없이 깔끔한 영화. ,1
16190922,섬세하고 절제된 감정연기 이원근배우님의 재발견이었습니다~ 슬프고도 따듯한 영화가슴속에 오래 남을거같습니다... ,1
16190921,오락액션 영화가 이정도면 됐지~ㅋ액션도 시원하고 재밌기만 함♡ ,1
16190920,올해 최악의 영화 핵노잼 그자체 내가 이걸 영화관에서 돈주고 보다니 ,0
16190919,잠잘잣음 진짜 ㅠㅠ너무 지루함 ,0
16190918,왜 흥행 못했는지 ...그게 더 궁금함! ,1
16190917,오글거리는  대사 개연성 없는 스토리 나쁜 일본 프레임 슈퍼맨급 액션씬.      쫌 심해요 ,0
16190916,재밌게봤어요 ㅋㅋㅎ 웃음과 힐링 ,1
16190915,진선규라는 배우의 안목이 의심스러운영화. 시나리오도 안보고 출연결심했나? 이영화...너란 녀석은 당췌...에휴~~ ,0
16190914,보면 왜 10점인지 이해가 되는 영화. 잊지못할 그런 영화. ,1
16190913,저 당시는 지금과 다르게 번화가등 길거리에 영화 포스터를 여기저기에 붙혀서 영화 홍보를 많이 했었지 길거리 가다가 포스터와 영화 제목만 보고서는 삼류 코미디영화  하나 또 나오나보다 했었는데....명작이지.... ,1
16190912,모든 배우분들 덕에 즐거운 추석보냈습니다 팬이 됐어요~ ,1
16190911,감동  감동! 최고의  영화입니다 ,1
16190910,너무너무 감사합니다. 마지막에 태극기 흔들때 소름...죽고 죽이는게 형제인게 맞나 싶다 빨리 대깨문들은 짐이라도 북한으로 가주세요~ ,1
16190908,재미없습니다 장르도 정확히 뭔지 모르겠고 분위기는 어둡기만하고 내용에 기승전결도 느껴지지도 않고 뭘 말하고자 하는지도 전혀 전달이안됩니다 보지마세요 ,0
16190907,기대를 많이하고 봐서 그런가 살짝 기대에 못미쳤지만 영화에서 나오는 교훈은 좋았다 ,1
16190906,전설의 레전드 그 귀환을 환영합니다!! 3D로 볼수있어서 더 좋네요!!! ,1
16190905,얼마전에 본 타짜보다 훨 낫네 손익분기점은 넘기자 ,1
16190904,이영화를 어떻게든 깍아내려야 자신이 진정한 비틀즈의 팬이고 숭배자라 생각하는 바보들의 댓글이 넘쳐나네요. 이영화를 관통하는 주제는 어떻게 사는게 행복한 삶이아니라 누구와 함께 하는게 행복한 삶에대한 것이지 비틀즈영화가 아닌데 말이죠.. ,1
16190903,슈퍼히어로 영화보다 낫다고? 마지막에 슈퍼히어로도 못할 엄청난 자체 연산으로 고리 방패하나로 모든 것을 다 뚫어서 우주선 도착하는데 그게 슈퍼히어로가 아니고 뭔가 또 핵을 이용한 반동으로 지구까지 가는 장면그게 사람새낀가 싶더라 ,0
16190902,마동석에 속시원한 액션 역시 최고입니다 ,1
16190901,한은정은 연기 진짜 못하는데도 어떻게 영화는 죄다 주연으로 나오냐? ,0
16190900,차승원의 연기에 더욱 몰입되어 실컷 웃고 울었다. ,1
16190899,음악영화보단 코미디영화에 더 가까운 영화. 코미디로써는 괜찮게 볼 수 있음 ,1
16190898,지루하다면 지루할수있지만 감성만 맞다면 확 빠져드는 영화 우주에 아름다움은 덤이었다. ,1
16190897,영화를보고 삶과 사람에 대해 생각하지 않고 일차원적으로 생각없이 여주인공 욕이나 하고 타고난 외모때문에 차별받은 주인공을 잘생겼으니 그냥 같이 살라는 소리나 해대는 영화평들은 어쩌면 오페라의 유령보다 더 뒤틀리고 일그러진 한국 사회의 단면을 보여주는듯 ,1
16190896,이런류 좋아하시면 마터스:천국을 보는눈 프랑스 판 보세요 .한 3일 잠 안옵니다.미드소마 볼만은 하네요. 중간에 지루해서 빠르게 돌려봤음 약쟁이 영화같아요. 보는 나도 제정신이 아니게됨 ,1
16190895,뭐야 흠잡을데가 없구만. 타짜시리즈 중 최고. 한 번 더 보고 싶네. 배우들 연기 지림ㄷㄷㄷ 내가 볼 때 연기 빠지는 배우가 한 명도 없다. 마지막 까메오도 좋았음ㅎㅎ 개연성도 억지스러움 없고 류승범의 기용도 넘치지않고 딱 좋았다. 뭘 아는 감독임. ,1
16190894,기대 만큼. 재밌네요~~~ ,1
16190893,"내용, 몰입감, 스토리까지 빠지지 않네요. 명작이에요 ",1
16190892,지루함의 극치. 졸림의 극치. ,0
16190890,마지막 단두대가 잊혀지지 않는다. 저거에 처치해야할 놈들 많은데.. 유영철 강호순 이춘재 전두환... ,1
16190889,9월 22일 안산 메가박스 14시 40분 영화에서 소리지르고 왔다갔다한 외국인 새끼들만 빼면 볼만했음 ㅎ ,1
16190888,어릴적에   보던 기억에 보고싶어서 갔는데 역시 좋았음 ,1
16190886,영화 아직 안보았는데 재미있겠지요?^^리암니슨이 영국 출신인데 가족이 다 미국으로 이민 와서 귀화를했다네요 미국에 오래 살아서 인지 억양도 미국 억양 발음도 모두 미국발음으로 바뀐거같음 억양도.. ,1
16190885,어벤져스 1기의 영민하면서도 위대한 마무리. ,1
16190883,변신인지 벼ㅇ신인지 모르게씀 ,0
16190882,조작의 대가 원숭이들부끄러운줄 모르는 뻔뻔한 섬나라 원숭이들 ,1
16190881,뻥아니고 근래본중 젤재밌음ㅋㅋ재미없다고 단 댓글들이 알바인가?..기생충보다재밌음 ,1
16190879,모하마드 살라 데뷔작치고 좋았어요ㅎㅎ ,1
16190877,클라이밍에 사회적 상징이 있던 것도 좋았고 영화를 보는 내내 지루할 틈 없이 계속 웃었던 것 같아요. 몰입이 잘 되서 시간 가는 줄 모르고 봤어요! ,1
16190876,대단해요 고요한 긴장감속에서 엄지척을 여러번 했어요 피트의 오랜팬으로 가장 멋진 연기였다고 느껴요 ,1
16190875,아름다운 영상 하늘 비행기 역사 세계 나라 평점=한국인 점수 ,1
16190874,"잘봤습니다.,.,. ",1
16190873,양파는 빼고 먹어야 제맛. 마동석없었음 어쩔뻔했노 그것이알고싶네. ,1
16190872,오래 여운이 남을 영화 ,1
16190870,"기승전결도 없고 맥락도 없고. 근거도 없는 스토리에.. 그냥 어이가 없고 한숨, 화가 나오던 영화. 시간이 아깝네요. 팝콘은 맛있었습니다. ",0
16190869,평점 이게 어떻게 된일인겨? ,0
16190868,세번 넘게 봤습니다. 가장 재밌게 본 인생영화임 ,1
16190867,뻔할 거 알고 보면 재밌습니다. 영화에서 현실성 너무 찾지마세요.뉴스 보세요 그럼. ,1
16190865,역시 사람이 젤 무서움!! 제일 친근한 사람들이 악마가 되었을때 나라면 어떻게 할까?근데 왜 자꾸 따로 있는거야??ㅠㅠ ,1
16190864,극한직업 끝까지 보는게 진짜 극한직업인듯.... ,0
16190863,그후 이야기를 보고싶다 꼭 만났으면...여운이 남는 영화 ,1
16190862,"우현,권해요ㅋ 빨갱이새끼들 나오네 캐스팅드럽다 ",0
16190861,메인스토리가 없어서 약간 조잡하고 복잡했어요. 인물의 감정선은 잘 드러나서 좋았는데 약간 지루한 감이 없지 않아 있었네요. ,0
16190860,"디터 람스의 디자인 철학, 인생이 담겨있는 영화 ! 디자이너라면 꼭 봐야할 영화입니다 ",1
16190859,"우주는 배경일 뿐, 인간과 삶에 대한 깊이있는 영화... ",1
16190858,마돈나 연기....ㅠㅠ 시나리오를 누가 이렇게 한건지... 원작의 맛을 잘 살리는 것이 어땟을까...우현 권해요님 연기 잘함박정민님 중간 이상윤제문님 역할에 안어울림원아이드잭 타짜1 감독님이 다시 만들어주셨으면ㅜ ,0
16190857,재활용이 불가능한 재활용품... ,0
16190856,신기한게 영화찍는사람들도 다크나이트나 인셉션 진짜잘만들고 잼있다고 하고다닐꺼아니야 사람보는눈 다똑같으니까 근데왜 찍으면서 지들도알텐데 끝까지촬영하는건지 ㅋㅋ중간에접으면 제작비나 걷을수있지 ,0
16190855,"모든 인간이 갖고 있는 욕망, 광기, 자아 그로 인한 우울과 트라우마에 관한 이야기..누가 누굴 규정할 수 있겠는가. 겸손과 타협을 통해 자신을 지켜나면 될 것을ㅜㅜ ",1
16190854,"변신 해놓고 저렇게 계속 티를 내서 아쉬움, 좀 더 심리적으로 몰릴 수 있도록 했으면 어땠을까 뒤로 갈수록 힘 빠지는 개연성도 아쉬움 ",1
16190852,친구에게 추천받아 본 영화인데 이걸 이제서야 보다니 하는 생각이 들 정도의 걸작이네요. 그런데 아무리 개취존중이라지만 이걸 퀴어영화라 평한 황진미 당신은? ,1
16190851,"감독이 말하는바가 뭔지는 알겠으나, 시나리오는 모르겠다. ",0
16190850,제 남자친구도 잠에 들었네요 우주는 웅장하고 크고 무섭기만 하고 스토리는 별거 없었네요. 돈 많이 들여 별거 없는 스토리 구현한 듯한 sf. 반전도 없고 재미도 없고 남는건 우주뿐인 영화. ,0
16190849,사랑의 정의를 알려준 좋은 영화죠 ,1
16190847,재밌게 잘 봤다고 하네요 ,1
16190846,잠 오지게잘오는영화였다 ,0
